"platform_name","total_revenue"
"Morris-Davis Music 8894","51295.60"
"Fletcher, King and Owens Music 1008","51203.68"
"Stanley Inc Music 7754","51151.54"
"Gray-Fitzgerald Music 6211","51122.91"
"Sims, Allen and Hayes Music 3102","51105.48"
"Nelson-James Music 3800","51049.57"
"King Inc Music 5997","51008.97"
"Smith-Reynolds Music 8958","50929.20"
"Mendez-Palmer Music 3719","50916.56"
"Hebert, Ford and Hays Music 2115","50803.35"
"Espinoza Inc Music 7551","50775.47"
"Kim, Keller and Baldwin Music 4412","50627.14"
"Arias and Sons Music 5632","50427.27"
"Leon-White Music 7578","50396.40"
"Flores-Garcia Music 6029","50388.47"
"Collins-Wong Music 9993","50369.12"
"Garner-Mendoza Music 5807","50254.46"
"Benton-Montgomery Music 4468","50250.02"
"Mercado-Martin Music 8265","50190.66"
"Hughes-Dawson Music 6980","50176.58"
"Montgomery, Price and Campbell Music 2704","50065.12"
"Moran-Mcguire Music 3403","49909.80"
"Horn-Dixon Music 4591","49908.85"
"Austin-Bowman Music 1740","49907.12"
"Mcdaniel-Smith Music 6050","49822.94"
"Bishop-Mullen Music 1320","49791.73"
"Parrish Group Music 6248","49780.69"
"Smith Inc Music 8942","49744.26"
"Rivas PLC Music 7863","49721.27"
"Bryant Ltd Music 4702","49681.19"
"Wiggins PLC Music 9536","49314.18"
"Smith LLC Music 1367","49153.56"
"Simpson Group Music 4072","49131.31"
"Ross Inc Music 5668","48831.46"
"Smith-Wu Music 9035","48750.61"
"Davis-Hale Music 7610","48700.86"
"Lee-Castro Music 6359","48662.71"
"Robinson, Santiago and Robertson Music 2942","48449.96"
"Guzman Ltd Music 5916","48387.82"
"Goodman-Kelley Music 3242","48304.39"
"Adkins-Stewart Music 5880","48288.34"
"Hicks, Johns and Green Music 5728","48277.95"
"Roberts-Key Music 1991","48270.86"
"Banks LLC Music 8440","48268.22"
"Strong Inc Music 8370","48209.33"
"Gilbert and Sons Music 5636","48205.23"
"Navarro-Beard Music 6459","48138.20"
"Gonzalez-Lee Music 2119","47935.75"
"Klein LLC Music 4320","47803.03"
"Lin-Hicks Music 6400","47694.84"
"Williams, Patel and Mckinney Music 1490","47577.53"
"Weber, Murphy and Brooks Music 2896","47425.97"
"Davis, Harrison and Melton Music 6397","47402.42"
"Alexander PLC Music 3987","47376.31"
"Kaufman, Lewis and Hensley Music 9734","47142.86"
"Warren-Phillips Music 4192","47055.27"
"Hale, Wilson and Davis Music 7217","46819.72"
"Velasquez Inc Music 5562","46802.06"
"White, Hall and Clark Music 8754","46749.73"
"Luna-Dixon Music 1227","46711.10"
"Ferguson, Munoz and Yates Music 7713","46646.40"
"Taylor PLC Music 4649","46610.32"
"Williams, Santiago and Hopkins Music 1029","46474.30"
"Zimmerman PLC Music 8017","46289.68"
"Clements-Hayes Music 9233","46130.46"
"Fox, Hess and Ross Music 2029","46037.40"
"Jimenez Ltd Music 8988","46016.23"
"Collins PLC Music 4116","45985.85"
"Velazquez, Farmer and Dorsey Music 4684","45954.55"
"Diaz-Fox Music 8838","45886.49"
"Kramer, Herrera and King Music 2493","45882.28"
"Williams and Sons Music 9836","45853.29"
"Bailey-Weber Music 7427","45809.51"
"Roman-James Music 1939","45803.48"
"Smith, White and Adams Music 1984","45801.40"
"Mcmahon Ltd Music 2625","45758.69"
"Stone-Sandoval Music 4667","45570.37"
"Haney-Moore Music 8067","45393.33"
"Chang-Fisher Music 4896","45374.61"
"Jones-Davis Music 8664","45295.23"
"Walker Inc Music 7144","45157.35"
"Brock-Green Music 4604","45143.23"
"Schroeder, Jones and Gomez Music 1829","45016.31"
"Sanchez-Smith Music 7896","44990.69"
"Young, Singleton and Randolph Music 8905","44950.07"
"King-Huff Music 8709","44907.32"
"Carr, Lewis and Perez Music 8941","44893.27"
"Gonzales, Larson and Hammond Music 6503","44501.36"
"Smith Group Music 8731","44416.95"
"Mckinney-Peters Music 9989","44394.89"
"Le-Perry Music 2870","44363.69"
"Thomas, Hess and Craig Music 7555","44341.22"
"Montgomery-Rogers Music 3997","44271.57"
"Hutchinson and Sons Music 6953","44081.15"
"Shields, Barnes and Nicholson Music 3941","44034.13"
"Davis, Willis and Thomas Music 4390","43989.70"
"Taylor, Gomez and Anderson Music 7839","43955.79"
"Morris LLC Music 8405","43933.21"
"Chandler-Miller Music 7040","43921.91"
"Hutchinson Inc Music 2921","43916.03"
"Salinas PLC Music 3787","43892.05"
"Grant, Benson and Fletcher Music 7470","43740.02"
"Kim, Johnson and Jackson Music 8402","43697.07"
"Ayala-Patel Music 2676","43593.41"
"Patton, Lambert and Ferrell Music 4900","43206.55"
"Reynolds, Richardson and Cook Music 9141","43189.91"
"Lopez, Farrell and Franklin Music 4815","43164.39"
"Harris-Martin Music 6877","42825.33"
"Crawford-Snyder Music 1693","42782.84"
"Villarreal, Robinson and Webb Music 8503","42707.92"
"Chavez-Edwards Music 5671","42575.24"
"Thomas-Huang Music 5884","42294.42"
"Vega LLC Music 3128","42212.86"
"Hanson PLC Music 6033","41998.66"
"Allen, Hogan and Dyer Music 7792","41959.79"
"Kelly PLC Music 2191","41835.79"
"Warren-Reyes Music 4045","41833.24"
"Camacho, Barker and Castro Music 4622","41788.95"
"Bennett-Vazquez Music 5975","41662.08"
"Rose and Sons Music 5427","41635.95"
"Davidson, Manning and Blackburn Music 1603","41628.24"
"Lawson Group Music 8459","41591.52"
"Ortiz and Sons Music 1509","41566.14"
"Gutierrez-Lee Music 9601","41490.39"
"Rodriguez Inc Music 4319","41324.24"
"Matthews Ltd Music 8469","41209.30"
"Murphy-Boyle Music 8765","41153.65"
"Fields-Nunez Music 6419","41080.07"
"Lopez Group Music 4448","41016.32"
"Woods Ltd Music 9187","41006.96"
"Leonard, Bray and Smith Music 3117","40807.19"
"Garcia-Lloyd Music 2804","40764.78"
"Reed PLC Music 9626","40670.49"
"Kramer-Gibbs Music 1973","40591.02"
"James-Christensen Music 7984","40555.41"
"Mcintosh PLC Music 1039","40510.91"
"Le-Paul Music 3726","40495.92"
"Hudson LLC Music 1321","40403.77"
"Allen, Gibson and Berry Music 1829","40334.16"
"Day-Moore Music 9855","40089.85"
"Williamson-Becker Music 7631","40009.62"
"Harper Ltd Music 6642","40008.34"
"Mason-Riley Music 2995","39960.98"
"Lopez, Ross and Mccall Music 7509","39944.71"
"Smith PLC Music 3181","39806.49"
"Miller-Rowland Music 7817","39776.54"
"Buchanan Inc Music 2147","39725.53"
"Garcia-Galvan Music 1609","39695.45"
"Whitehead-Savage Music 6961","39629.32"
"Smith-Richardson Music 2813","39387.92"
"Webster, Kelly and Morales Music 5993","39371.51"
"Lewis-Rodgers Music 1202","39188.65"
"Fox, Coleman and Cantrell Music 1818","39141.34"
"Morrison LLC Music 9469","39017.34"
"Garcia, Smith and Munoz Music 6042","38995.12"
"Marquez, Morrison and Harris Music 4924","38910.06"
"Chapman-Coleman Music 8846","38863.47"
"Watson Inc Music 3658","38832.05"
"Burnett, Edwards and Dickerson Music 1125","38828.95"
"Barnes-Skinner Music 8919","38713.16"
"Sanchez Group Music 4015","38708.28"
"Swanson-Martin Music 9401","38706.02"
"Gonzalez-Collins Music 6512","38447.59"
"Lee and Sons Music 2125","38406.41"
"Austin, Jensen and Coleman Music 2160","38233.90"
"Lee-Wright Music 6243","38233.66"
"Pratt PLC Music 4207","38171.21"
"Burke Inc Music 8079","38138.05"
"White, Burton and Wolfe Music 6165","38079.69"
"Hernandez-Mcintosh Music 1269","38078.14"
"Myers and Sons Music 7237","38056.93"
"Taylor Ltd Music 6938","38050.52"
"Stewart-Miller Music 7905","38045.20"
"Greer-Gibbs Music 8654","38014.38"
"Schaefer Group Music 9783","37976.89"
"Adams Group Music 7583","37896.24"
"Pittman-Cabrera Music 7107","37678.04"
"French, Cantrell and Oneill Music 5877","37655.24"
"Kelly, Todd and Miller Music 3733","37624.11"
"Mcgee, Lawson and Carpenter Music 6452","37608.37"
"Romero-Jackson Music 5447","37585.49"
"Ayala Group Music 3668","37468.26"
"Stewart-Perez Music 1703","37406.84"
"Alvarez, Wilson and Fuentes Music 5679","37355.92"
"Robbins Group Music 8773","37244.13"
"Mercer Inc Music 4051","37237.49"
"Johnson-James Music 7735","37109.29"
"Green-Romero Music 2383","36997.02"
"Hart-Dawson Music 9322","36684.64"
"Hanna, Dunn and Woods Music 4245","36664.27"
"Beltran-Lucas Music 8228","36622.55"
"Castro PLC Music 2666","36571.05"
"Martin, Smith and Hays Music 1570","36566.96"
"May LLC Music 1508","36559.90"
"Davis LLC Music 3870","36508.77"
"Davis, Hill and Wiggins Music 6142","36431.71"
"Gilbert, Becker and Steele Music 6231","36151.30"
"Holland, Garcia and James Music 7353","36093.76"
"Gonzalez, Pearson and Kelly Music 2280","35908.50"
"Harper, Deleon and Ortiz Music 7828","35739.93"
"Williams, Collier and Johnson Music 1154","35697.55"
"Hines-Foster Music 6291","35665.47"
"Gray, Hooper and Hubbard Music 2878","35516.17"
"Gonzalez-Wagner Music 9058","35513.06"
"Chavez-Clark Music 6023","35396.63"
"Grimes, Singh and Bowen Music 6013","35350.73"
"Anderson, Taylor and Smith Music 2586","35330.23"
"Jordan Inc Music 9889","35060.38"
"Burns and Sons Music 7305","35010.19"
"Green Inc Music 2616","34931.62"
"Chung LLC Music 8721","34914.65"
"Moore Inc Music 2204","34862.70"
"Adams-Browning Music 3709","34649.09"
"Lopez PLC Music 7285","34622.81"
"Barr-Martin Music 3707","34558.90"
"Collins-Cunningham Music 1056","34558.26"
"Weeks-Conner Music 8061","34537.35"
"Patterson-Golden Music 6120","34455.91"
"Johnson PLC Music 7649","34437.90"
"Reed-Horn Music 3655","34304.53"
"Mueller, Diaz and Robertson Music 9994","34251.81"
"Haynes-Bennett Music 5634","34109.13"
"Griffin Ltd Music 2537","34054.93"
"Gonzalez PLC Music 9977","34047.06"
"Wilkinson-Wilson Music 1695","34044.29"
"Avery-Smith Music 7650","34010.12"
"Case-Williams Music 2790","33966.60"
"Tucker LLC Music 1410","33894.70"
"Mills, Ferguson and Mitchell Music 3501","33809.62"
"Mcbride, Carr and Duke Music 1684","33778.49"
"Cobb-Cox Music 4350","33688.92"
"Medina LLC Music 3495","33680.41"
"Pacheco, Salas and Lee Music 4207","33655.71"
"Reeves, Thomas and Morris Music 1156","33477.32"
"Boyd LLC Music 9125","33463.37"
"Bush-Miller Music 5245","33194.62"
"Wilson, Jennings and Koch Music 4624","33097.66"
"Glover-Whitaker Music 6529","33043.52"
"Larsen PLC Music 8275","32987.70"
"Mitchell-Vasquez Music 2815","32937.23"
"Rich-Jones Music 9032","32915.16"
"Wilson, Ingram and Parker Music 6050","32814.69"
"Bishop, Villarreal and Peterson Music 2950","32802.56"
"West-Douglas Music 7373","32634.15"
"Garcia, Harrington and Moore Music 3420","32615.88"
"Freeman Inc Music 1948","32541.23"
"Smith, Olsen and Richards Music 9507","32395.61"
"Johnson Group Music 2055","32071.68"
"Cooke-Lawrence Music 6859","31987.32"
"Fields-Duffy Music 1216","31912.69"
"Villegas LLC Music 9741","31864.91"
"Barnett-Adams Music 3373","31837.72"
"Hunt-Willis Music 5154","31814.55"
"Conway-Huffman Music 4622","31579.21"
"Whitaker-Harris Music 5942","31459.61"
"Brandt-Schroeder Music 9592","31391.96"
"Martin, Knox and Hall Music 8708","31350.27"
"Smith-Rush Music 2873","31345.14"
"Rasmussen LLC Music 2638","31258.19"
"Castillo PLC Music 3595","31257.20"
"Carter-Walker Music 4698","31100.43"
"Mata, Smith and Myers Music 2320","31019.52"
"Burns PLC Music 7993","31006.89"
"Finley PLC Music 7923","30965.30"
"Kim-Harvey Music 3954","30727.92"
"Rogers-Rose Music 9193","30695.64"
"Willis, Johnson and Martin Music 5817","30638.66"
"Evans-Barron Music 6305","30517.68"
"Freeman-Harmon Music 7798","30382.03"
"Wade-Mckinney Music 3643","30321.03"
"Marshall, Davenport and Chavez Music 7267","30195.29"
"Hill-Pollard Music 4805","30165.22"
"Roberts Ltd Music 8108","30132.84"
"Smith LLC Music 5897","30022.48"
"Dougherty Ltd Music 8589","29974.55"
"Hernandez-Lawrence Music 9664","29869.58"
"Lee-Moran Music 5719","29801.18"
"Russell Group Music 4404","29699.51"
"Reed Group Music 3809","29536.27"
"Baker Ltd Music 8995","29517.63"
"Miller, Pierce and Cohen Music 3903","29458.20"
"Shepard, Cooley and Fisher Music 9438","29410.43"
"Krueger-Thomas Music 3933","29342.04"
"Black and Sons Music 5343","29308.39"
"Ward, Hahn and Bond Music 6546","29251.70"
"Parker-Stevens Music 6032","29244.84"
"Campbell-Villarreal Music 4146","29042.06"
"Vincent-Thompson Music 4559","29031.23"
"Gray-Sanchez Music 9513","29025.12"
"Young, Holland and Mendez Music 2960","28866.58"
"Dyer-Silva Music 6143","28859.92"
"Padilla, Turner and Dorsey Music 6393","28820.88"
"Phillips Group Music 2217","28775.21"
"Johnson-Donovan Music 8528","28743.66"
"Smith-Fox Music 7269","28496.94"
"Williams-Kelley Music 2471","28477.35"
"Campbell, Spears and Chen Music 2038","28446.54"
"Martinez, Nelson and Dominguez Music 7528","28272.46"
"Palmer, Price and Ball Music 5533","28186.83"
"Garcia Group Music 4635","28143.32"
"Mccarthy LLC Music 3749","28029.16"
"Castillo-Roberson Music 9087","27973.21"
"Wilson-Williams Music 9652","27882.16"
"Wilson-Hobbs Music 6355","27785.92"
"Williams-Vance Music 9061","27432.48"
"Johnson Ltd Music 5571","27381.51"
"Moore Ltd Music 2203","27305.39"
"Bullock-Rogers Music 4034","27277.34"
"Smith, Parks and Phillips Music 5071","27276.54"
"Black Group Music 5486","27269.08"
"Lewis-Cummings Music 6414","27060.24"
"Humphrey-Harmon Music 8058","27026.69"
"Crosby, Garza and Palmer Music 3637","26932.42"
"Hamilton, Goodman and Young Music 6803","26925.00"
"Stone LLC Music 5329","26893.83"
"Stevens-Howard Music 7606","26815.17"
"Williams, Gross and Walter Music 1587","26759.67"
"Cox-Barry Music 5380","26667.49"
"Padilla, Torres and Baker Music 9048","26620.14"
"Miller-Mejia Music 8889","26490.69"
"Herman and Sons Music 7605","26475.64"
"Herrera Group Music 2037","26258.08"
"Johnson-Martin Music 1297","26188.64"
"Farmer-Smith Music 4244","26181.66"
"Walls-Vazquez Music 9798","26152.14"
"Johnson PLC Music 8346","26000.08"
"Dean Ltd Music 8872","25883.32"
"West-Giles Music 2470","25841.27"
"Martinez-Sullivan Music 8966","25832.04"
"Rodriguez-Garcia Music 2966","25734.41"
"Hicks, Schultz and Mann Music 4841","25473.39"
"Ritter, Bennett and Roberts Music 6125","25393.86"
"Koch PLC Music 1016","25327.70"
"Osborne PLC Music 9756","25171.55"
"Johnson, Madden and Garcia Music 2934","25153.64"
"Douglas-Dyer Music 9079","25072.62"
"Lane, Flynn and Scott Music 4364","25037.77"
"Johnson, Mcclure and Wood Music 4783","24996.50"
"Turner-Thompson Music 2204","24827.40"
"Stevens-Patterson Music 9376","24783.06"
"Bennett-Kaiser Music 1315","24767.04"
"Francis Inc Music 8383","24645.79"
"Deleon-Strickland Music 5093","24620.51"
"Wright, Williamson and Callahan Music 6340","24601.11"
"Jones Inc Music 7663","24502.99"
"Ray, Vincent and Brown Music 3880","24439.84"
"Walton-Colon Music 9963","24376.22"
"Clark LLC Music 3084","24349.52"
"Phillips-Weaver Music 4705","24330.83"
"Munoz and Sons Music 8266","24226.59"
"Diaz, Martinez and Miller Music 7123","24218.38"
"Woods, Waller and Parker Music 4274","24150.14"
"Bird, Gonzales and Hernandez Music 7873","23854.98"
"Castillo-Mcclure Music 1127","23801.60"
"Lewis-Morris Music 6772","23743.65"
"Malone, Jackson and Wall Music 5083","23702.85"
"Hernandez-Richards Music 3977","23650.20"
"Todd, Parker and Mueller Music 9104","23640.64"
"Anderson-Wiggins Music 8024","23435.34"
"Mitchell, Collins and Roberts Music 2344","23429.92"
"White-Henderson Music 7256","23391.54"
"Adams and Sons Music 9136","23335.96"
"Flynn, Simon and Mckinney Music 9787","23251.46"
"Dean-Glover Music 6099","23240.61"
"Huff-Simpson Music 4863","23201.04"
"Wade-Friedman Music 3350","23114.59"
"Mayo, Rodriguez and Wilson Music 8836","23091.91"
"Richards-Miller Music 7880","23051.53"
"Zimmerman, Benson and Aguilar Music 6129","22946.08"
"Thomas and Sons Music 8579","22926.59"
"Davis, Conway and Phillips Music 2090","22887.83"
"Mora-Myers Music 7944","22753.32"
"Brown LLC Music 6886","22727.95"
"Moore Group Music 1453","22627.78"
"Acevedo, Ball and Smith Music 6346","22484.71"
"Phillips and Sons Music 7053","22371.14"
"King and Sons Music 7195","22316.59"
"Bright Group Music 7723","22153.64"
"Pope and Sons Music 4929","22039.80"
"Perez-Joseph Music 8111","21900.54"
"Bell-Murphy Music 8549","21806.81"
"Roach-Crawford Music 5601","21735.87"
"Juarez-Rodriguez Music 7708","21665.93"
"Macdonald PLC Music 5897","21585.18"
"Taylor, Hardin and Figueroa Music 3284","21346.17"
"Cunningham, Wood and Herring Music 6325","20946.20"
"Glenn Ltd Music 6076","20663.46"
"Vargas-Bailey Music 5105","20601.94"
"Acosta, Mckinney and Harrington Music 3052","20538.72"
"Kim LLC Music 7743","20467.50"
"Rodriguez-Nelson Music 9394","20451.34"
"Hickman-Mills Music 9488","20414.09"
"Rice LLC Music 9246","20386.02"
"Leon, Johnson and Mitchell Music 7436","20368.15"
"Mccann LLC Music 5465","20357.76"
"Black, Cardenas and Solomon Music 5195","20346.87"
"Bass-Li Music 8117","20024.40"
"Brown-Ortiz Music 6936","19850.11"
"Baker and Sons Music 7963","19720.53"
"Fisher-Brown Music 6434","19684.73"
"Lewis and Sons Music 1105","19665.16"
"Calderon, Ortiz and Bates Music 2532","19521.27"
"Carter-Daniel Music 9452","19518.71"
"Patterson, Kelley and Scott Music 5376","19511.26"
"Pena-Scott Music 1450","19387.20"
"Garcia LLC Music 6402","19360.69"
"Smith-Freeman Music 8196","19240.26"
"Stephenson, Perry and Lewis Music 3466","19204.31"
"Thompson, Perkins and Cole Music 2762","19032.70"
"Benton PLC Music 6950","18912.36"
"Moody, Mcbride and Ward Music 9292","18875.55"
"Bell, Moon and Reyes Music 1338","18795.10"
"Sawyer Group Music 2375","18776.38"
"Mullen, Davies and Daniel Music 4759","18577.27"
"Murillo, Mosley and Thomas Music 6534","18576.98"
"Cruz-Sanchez Music 6246","18388.54"
"Hughes-Chang Music 1645","17948.54"
"Buckley Group Music 7623","17947.63"
"Floyd, Brandt and Robinson Music 3111","17912.15"
"Huerta-Riley Music 5099","17850.64"
"Pennington Group Music 8881","17847.44"
"Duke and Sons Music 3680","17577.87"
"Burton, Noble and Griffin Music 4507","17408.60"
"Ford, Cantrell and Anderson Music 6109","17371.49"
"Buchanan-Phillips Music 5366","17204.59"
"Morrison-Lopez Music 4165","17188.09"
"Huffman Group Music 8853","17155.63"
"Mcdaniel Group Music 3018","17054.65"
"Farley, Brown and Weaver Music 4496","17030.38"
"Faulkner-Ortega Music 1574","16599.70"
"Evans, Stewart and Fitzgerald Music 1938","16569.87"
"Lyons, Davis and Allen Music 8983","16546.31"
"Gilbert, Bautista and Anderson Music 6226","16501.13"
"Williams, Wong and Adams Music 5400","16478.91"
"Wade Inc Music 9240","16465.88"
"Ross Ltd Music 8577","16392.18"
"Mckinney LLC Music 4773","16100.05"
"Ward-Smith Music 3208","16074.65"
"Yang-Martinez Music 6366","15797.39"
"Key Ltd Music 7295","15727.30"
"Cooper and Sons Music 4892","15656.40"
"Roberts, Schroeder and Greer Music 4371","15472.35"
"Diaz-Jefferson Music 5672","15436.38"
"Andrade-Carlson Music 4060","15309.42"
"Kirk and Sons Music 2199","15227.86"
"Lewis Group Music 9552","15044.85"
"Taylor Group Music 8253","15013.31"
"Smith and Sons Music 1819","14942.56"
"Clark, Bowman and Ramirez Music 2441","14701.22"
"Reynolds, Powell and Simon Music 9421","14695.66"
"Newman Ltd Music 4453","14623.73"
"Washington-Evans Music 7139","14537.88"
"Kirby, Brown and Howe Music 3668","14393.34"
"Dalton-Vega Music 4927","14336.16"
"Rogers-Evans Music 8177","14197.87"
"Spencer-Clarke Music 5814","13675.56"
"Miller PLC Music 2882","13669.55"
"Mills LLC Music 2936","13540.86"
"Kennedy, Hampton and Warner Music 6504","13510.60"
"Moss PLC Music 5733","13492.52"
"Weeks-Martinez Music 2929","13455.04"
"Banks and Sons Music 4400","13144.21"
"Gaines Group Music 6160","13052.78"
"Carson and Sons Music 1554","13041.08"
"Lopez-Martinez Music 3034","12969.61"
"Fitzpatrick Group Music 6669","12723.14"
"Howell, Richards and Miranda Music 4936","12684.87"
"Wyatt, Quinn and Ritter Music 7100","12679.19"
"Hernandez Inc Music 6058","12650.17"
"West-Howard Music 9877","12491.85"
"Stewart LLC Music 1354","12480.87"
"Bartlett LLC Music 3825","12425.85"
"Miller-Williams Music 1467","12360.86"
"Ferguson-Jones Music 8757","12341.69"
"Bush and Sons Music 2647","12340.81"
"Valencia-Powell Music 3366","12221.44"
"Haynes, Edwards and Edwards Music 1268","12131.88"
"George, Olsen and Duncan Music 5127","11805.12"
"Eaton-Kramer Music 3581","11796.37"
"Peterson Inc Music 7424","11610.00"
"Gardner-Lambert Music 4196","11430.08"
"Skinner Ltd Music 4912","11313.32"
"Smith-Harris Music 2478","11272.12"
"Pruitt-Klein Music 3774","11030.70"
"Brooks Ltd Music 1192","10791.15"
"Carter-Williams Music 6003","10724.44"
"Nguyen and Sons Music 2997","10713.33"
"David-Simmons Music 3239","10609.24"
"Carlson PLC Music 4181","9885.46"
"Randall, Mejia and Hill Music 8158","9724.02"
"Gutierrez, Pittman and Jensen Music 2625","9519.86"
"Mcclain PLC Music 7572","9401.91"
"Cole LLC Music 5117","9232.60"
"Williams-Torres Music 9617","9153.58"
"Walker-Anderson Music 7580","9018.30"
"Johns, Wilson and Thomas Music 6203","8986.23"
"Hodge-Patterson Music 7153","8916.40"
"Richardson, Vargas and Jimenez Music 6916","8776.31"
"King-Gamble Music 2691","8613.62"
"Jordan, Brennan and Manning Music 2205","8174.20"
"Williams-Doyle Music 8459","8162.80"
"Price, Wilkins and Hall Music 5254","8132.62"
"Watts-Porter Music 6719","7781.36"
"Chaney LLC Music 4783","7497.69"
"Hicks, Warner and Vasquez Music 6053","7494.11"
"Keller-Larson Music 3812","7491.16"
"Medina-Miller Music 5457","7304.06"
"Castro Group Music 6401","7258.52"
"Taylor PLC Music 6287","6912.96"
"Myers-Mcdowell Music 7214","6885.08"
"Sherman-Peters Music 5070","6785.86"
"Gregory LLC Music 3950","6731.36"
"Sanchez LLC Music 3122","6693.03"
"Santiago-Ball Music 7848","6554.79"
"Cruz, Rodriguez and Jackson Music 1688","6548.65"
"Perez Inc Music 8733","6403.86"
"Best-Roberts Music 3144","6318.92"
"Sutton, Zamora and Rodriguez Music 2539","6262.96"
"Gallegos and Sons Music 1292","6240.31"
"Anderson Ltd Music 3482","6234.52"
"Schneider Inc Music 7469","6233.72"
"Richardson-Santos Music 9231","6190.19"
"Hickman-Little Music 9906","6089.21"
"Miller, Watkins and Young Music 6447","5780.48"
"Barber-Chambers Music 5148","5696.01"
"Perkins-Johnson Music 3869","5657.52"
"Miller Inc Music 2502","5527.31"
"Wallace Inc Music 9716","5398.21"
"Howell, Cook and Doyle Music 3716","5373.97"
"Roberson PLC Music 6275","5368.08"
"Burnett PLC Music 9751","5334.63"
"Johnston, Cruz and Thompson Music 6377","5027.42"
"Phelps, Fuller and King Music 8719","4905.74"
"Harris Group Music 7106","4815.50"
"Taylor, Villa and Nelson Music 5958","4800.11"
"Hall, Adams and Whitehead Music 5969","4501.27"
"Hill PLC Music 7586","4493.27"
"Moore, Boyd and Flores Music 4239","4432.76"
"Maddox Inc Music 2337","4270.73"
"Hutchinson Ltd Music 2954","4224.72"
"Nelson, Wallace and Sims Music 1113","4223.66"
"Leblanc-Bridges Music 5073","4090.03"
"Duncan Group Music 2920","4089.86"
"Mckinney Group Music 4348","4073.12"
"Richardson, Payne and Mullen Music 3560","4039.01"
"Soto and Sons Music 9439","3987.41"
"Taylor Inc Music 4374","3972.68"
"Santana Group Music 2908","3798.04"
"Scott, Pearson and Diaz Music 8261","3736.40"
"Caldwell LLC Music 8725","3711.28"
"Burns Group Music 9325","3631.80"
"Mcguire and Sons Music 6154","3587.86"
"Thomas-Soto Music 2401","3422.56"
"Golden, Alexander and Faulkner Music 1321","3346.97"
"Phillips PLC Music 8677","3137.15"
"Stafford-Cruz Music 3950","3124.71"
"Oneal, Hunter and Kemp Music 1287","2979.46"
"Jones and Sons Music 7382","2855.20"
"Martinez-Rasmussen Music 2525","2749.37"
"Norman, Ramirez and Morrison Music 3099","2530.99"
"Boyd, Kidd and Hebert Music 2990","2483.75"
"Craig, Davis and David Music 2062","2280.66"
"Collins-White Music 9434","1981.80"
"Dorsey PLC Music 8693","1724.20"
"Sanchez PLC Music 9766","1635.68"
"Nguyen and Sons Music 2561","1409.04"
"Burns, Doyle and Smith Music 5386","1380.72"
"Gill, Summers and Jones Music 4195","1063.86"
