"platform_name","avg_revenue_per_stream"
"Keller-Larson Music 3812","0.00426"
"Houston-Greene Music 1254","0.00426"
"Hernandez, Castillo and Mcgee Music 9564","0.00426"
"Miller, Simmons and Kramer Music 8979","0.00425"
"Crawford, Perez and Martin Music 4776","0.00425"
"Hernandez Group Music 8197","0.00423"
"Jordan Inc Music 9889","0.00422"
"Vargas Inc Music 7305","0.00421"
"Rodriguez Inc Music 2653","0.00421"
"Carter Inc Music 5181","0.00420"
"Anderson Ltd Music 3482","0.00420"
"Perez Ltd Music 3297","0.00417"
"Barnett-Adams Music 3373","0.00416"
"Fisher Inc Music 8480","0.00416"
"Ward, Oconnor and Cooper Music 5424","0.00415"
"Miller and Sons Music 8838","0.00414"
"Clarke, Golden and Wade Music 5638","0.00414"
"Brown, Hamilton and Carson Music 4828","0.00414"
"Sims-Mason Music 4749","0.00413"
"Pena-Wright Music 5564","0.00412"
"Johnson-Fleming Music 2462","0.00412"
"Smith PLC Music 9599","0.00412"
"Copeland-Mccall Music 5780","0.00411"
"Martinez LLC Music 4425","0.00411"
"Simmons and Sons Music 1584","0.00411"
"Bishop, Wallace and Mitchell Music 1891","0.00410"
"Arias-Knox Music 1768","0.00410"
"Thompson, Marquez and Armstrong Music 4916","0.00410"
"Black-Hopkins Music 9242","0.00410"
"Martinez, Nelson and Dominguez Music 7528","0.00409"
"Watts-Taylor Music 3773","0.00408"
"Jones and Sons Music 1298","0.00408"
"Edwards Ltd Music 2464","0.00408"
"Williams-Shaw Music 5949","0.00408"
"Cline Group Music 1872","0.00407"
"Bryant, Barr and Huerta Music 3303","0.00406"
"Wilson-Cruz Music 6259","0.00406"
"Farmer-Smith Music 4244","0.00406"
"Martinez-Bray Music 9657","0.00405"
"Bennett, York and Richardson Music 9146","0.00405"
"Ray, Vincent and Brown Music 3880","0.00404"
"Kelly Group Music 5456","0.00403"
"Santiago-Perez Music 3265","0.00403"
"Brandt-Schroeder Music 9592","0.00402"
"Jones and Sons Music 4863","0.00402"
"Davis, Willis and Thomas Music 4390","0.00400"
"Townsend, Gonzalez and Cruz Music 1429","0.00398"
"Lee-Wright Music 6243","0.00397"
"Shaffer-Porter Music 8084","0.00397"
"Jordan, Brennan and Manning Music 2205","0.00396"
"Manning-Davis Music 9774","0.00396"
"Lyons-Reynolds Music 9213","0.00396"
"Harris, Smith and Gill Music 3129","0.00395"
"Farrell Inc Music 1014","0.00395"
"Brown LLC Music 6886","0.00394"
"Rios-Graham Music 4149","0.00394"
"Gaines, Martin and Wise Music 1970","0.00393"
"Russell-Martinez Music 2788","0.00393"
"Rodriguez LLC Music 7641","0.00393"
"Hicks-Weber Music 8494","0.00392"
"Hernandez-Richards Music 3977","0.00391"
"Freeman, Gentry and Morrison Music 1209","0.00390"
"Smith-Wu Music 9035","0.00389"
"Gardner LLC Music 6572","0.00389"
"Stewart-Perez Music 1703","0.00389"
"Vargas-Bailey Music 5105","0.00387"
"Hubbard Ltd Music 1416","0.00387"
"Reynolds, Ashley and Brady Music 1696","0.00386"
"White LLC Music 6361","0.00385"
"Weeks-Hall Music 9449","0.00384"
"Chapman-Coleman Music 8846","0.00384"
"Acosta, Mckinney and Harrington Music 3052","0.00384"
"Williams, King and Spears Music 2581","0.00383"
"Howell, Richards and Miranda Music 4936","0.00383"
"Ray-Mitchell Music 6546","0.00382"
"Thomas Group Music 2795","0.00381"
"Ward-Jones Music 4780","0.00381"
"Luna Ltd Music 9493","0.00381"
"Smith Group Music 8601","0.00381"
"Perez, Leblanc and Smith Music 6481","0.00380"
"Blake-Hardy Music 8236","0.00380"
"Hayes, Scott and Johnson Music 9573","0.00380"
"Lane LLC Music 6878","0.00380"
"Olson-Stephens Music 1032","0.00380"
"Russell Group Music 4404","0.00378"
"Garcia, Harrington and Moore Music 3420","0.00378"
"Mitchell, Hall and Rodriguez Music 7532","0.00378"
"Mitchell, Collins and Roberts Music 2344","0.00377"
"Little-Obrien Music 2339","0.00376"
"Matthews Inc Music 4729","0.00375"
"Roman Inc Music 6594","0.00375"
"Sanchez LLC Music 3122","0.00375"
"Jimenez Inc Music 9433","0.00375"
"Richardson, Colon and Lynch Music 4401","0.00374"
"Armstrong, Oconnor and Foster Music 6670","0.00374"
"Charles LLC Music 1581","0.00373"
"Gutierrez-Lee Music 9601","0.00373"
"Cervantes Ltd Music 2478","0.00371"
"Smith, Lopez and Guerra Music 9534","0.00370"
"Poole Group Music 7985","0.00370"
"Cervantes LLC Music 5464","0.00368"
"Wright, Gutierrez and Montoya Music 1701","0.00368"
"Molina-Clark Music 6102","0.00368"
"King-Gamble Music 2691","0.00367"
"Cooper, Taylor and Reeves Music 3273","0.00367"
"Alexander, Daniels and Browning Music 2343","0.00367"
"Martinez-Gonzalez Music 7870","0.00366"
"Brown, Allen and Calhoun Music 4233","0.00366"
"Chaney LLC Music 4783","0.00365"
"Sanders-Hamilton Music 4006","0.00365"
"Young Ltd Music 1357","0.00363"
"Brown-Jackson Music 4254","0.00363"
"Haney PLC Music 4740","0.00360"
"Kelly Group Music 5508","0.00359"
"Watson PLC Music 3936","0.00359"
"Koch PLC Music 1016","0.00359"
"Wagner, Graham and Anderson Music 1501","0.00358"
"Williams-Ritter Music 3451","0.00358"
"Stein LLC Music 1938","0.00358"
"Pacheco, Salas and Lee Music 4207","0.00357"
"Roth Ltd Music 3335","0.00357"
"King-Cohen Music 3692","0.00357"
"Patton, Cox and Mills Music 9793","0.00356"
"Salazar-Thompson Music 6363","0.00355"
"Gibson Ltd Music 9892","0.00355"
"Hicks Ltd Music 4968","0.00355"
"Fleming PLC Music 7644","0.00355"
"Rivas PLC Music 7863","0.00353"
"Fisher-Robinson Music 2299","0.00353"
"Williams and Sons Music 9836","0.00351"
"Rodriguez-Andrade Music 6817","0.00350"
"Thomas-Soto Music 2401","0.00350"
"Castillo Group Music 4061","0.00350"
"Calhoun, Brown and Wolfe Music 2142","0.00350"
"Lewis, Smith and Washington Music 3904","0.00350"
"Johnson-Martin Music 1297","0.00350"
"Sellers Group Music 5496","0.00349"
"White and Sons Music 6502","0.00348"
"Colon-Foley Music 8849","0.00347"
"Kaufman, Lewis and Hensley Music 9734","0.00346"
"Hebert PLC Music 2120","0.00345"
"Hale PLC Music 5069","0.00345"
"Duran, Hatfield and Hughes Music 2259","0.00345"
"Shepard, Cooley and Fisher Music 9438","0.00344"
"Taylor Inc Music 4374","0.00344"
"Medina-Miller Music 5457","0.00343"
"Tucker-White Music 6562","0.00342"
"Maynard-Stephens Music 6174","0.00341"
"Mack, Thomas and Bryant Music 2431","0.00339"
"Smith-Fisher Music 6467","0.00337"
"Stone-Sandoval Music 4667","0.00336"
"Castro-Reilly Music 4375","0.00335"
"West-Howard Music 9877","0.00335"
"Maddox Inc Music 2337","0.00335"
"Castillo-Hernandez Music 8638","0.00334"
"Garcia Group Music 1876","0.00333"
"Martinez Inc Music 8061","0.00332"
"Townsend-Williams Music 3124","0.00332"
"Owens Inc Music 9522","0.00332"
"Collins, Schneider and Hill Music 7601","0.00330"
"Gay LLC Music 5880","0.00330"
"Peterson-Wilson Music 6778","0.00329"
"Bennett-Vazquez Music 5975","0.00329"
"Bell, Banks and Bell Music 9813","0.00328"
"Branch-Green Music 6047","0.00327"
"Singleton, Mcdonald and Robinson Music 1741","0.00327"
"Reynolds Ltd Music 6924","0.00327"
"Hood-Rodriguez Music 7032","0.00327"
"Dalton-Vega Music 4927","0.00327"
"Fox, Perez and Alvarez Music 7597","0.00326"
"Greene Ltd Music 6328","0.00326"
"Johnson Ltd Music 5571","0.00326"
"Brown, Mullins and Cherry Music 8972","0.00326"
"Henderson-Petersen Music 2065","0.00325"
"Grimes, Singh and Bowen Music 6013","0.00324"
"Harmon-Lee Music 4129","0.00324"
"Stephens Ltd Music 2093","0.00323"
"Fuller-Butler Music 2972","0.00323"
"Mills LLC Music 2936","0.00322"
"Strong Inc Music 8370","0.00322"
"Murray-Hester Music 5789","0.00322"
"Leon LLC Music 3291","0.00321"
"Ramirez and Sons Music 5828","0.00321"
"Harding-Brown Music 2999","0.00320"
"Bennett, Cole and Chapman Music 8098","0.00319"
"Ryan, Case and Smith Music 3411","0.00318"
"Sparks-Castro Music 2443","0.00318"
"Rich-Jones Music 9032","0.00317"
"Johnson, Moreno and Bartlett Music 4155","0.00315"
"Garcia-Williams Music 5742","0.00315"
"Shea-Reese Music 3412","0.00315"
"Johnson-Fuentes Music 5280","0.00314"
"Martinez and Sons Music 7902","0.00314"
"Smith LLC Music 1367","0.00314"
"Decker, Vasquez and Stevens Music 3578","0.00313"
"Buchanan, Carter and Jones Music 5131","0.00312"
"Arias and Sons Music 5632","0.00310"
"Sherman-Peters Music 5070","0.00309"
"Adams, Davis and Rose Music 1895","0.00308"
"Shaw, Richardson and Harmon Music 6862","0.00308"
"Ballard, Fernandez and Thompson Music 7355","0.00308"
"Villegas LLC Music 9741","0.00308"
"Fitzgerald-Taylor Music 1746","0.00308"
"Myers and Sons Music 7237","0.00307"
"Cox-Joseph Music 6381","0.00307"
"Johnson, Barrera and Mccoy Music 6347","0.00306"
"Gross-Joseph Music 9530","0.00305"
"Williams, Barnes and Nguyen Music 9036","0.00304"
"Hicks, Johns and Green Music 5728","0.00304"
"Gomez, Cooper and Miller Music 3081","0.00303"
"Hall, Morales and Rodriguez Music 1153","0.00302"
"Griffin Group Music 4831","0.00302"
"Johnson-Jones Music 1570","0.00302"
"Lynch Inc Music 1598","0.00302"
"Christensen-Mckee Music 3734","0.00301"
"Weaver and Sons Music 1844","0.00300"
"Ballard-Allen Music 8173","0.00300"
"Dorsey PLC Music 8693","0.00299"
"Black-Simmons Music 7729","0.00298"
"Zamora-Black Music 5485","0.00297"
"Sandoval, Murphy and Wolfe Music 4644","0.00297"
"Reed LLC Music 6279","0.00296"
"Fischer-Boyd Music 1372","0.00296"
"Cantu, Collier and Olson Music 2183","0.00295"
"Adams, Kim and Ochoa Music 1405","0.00294"
"Gregory LLC Music 3950","0.00294"
"Peterson, Mills and Anderson Music 1415","0.00293"
"Baker, Mendoza and Martin Music 3420","0.00292"
"Walker-Anderson Music 7580","0.00292"
"Robinson Group Music 7161","0.00292"
"Drake, Hall and Farmer Music 8658","0.00292"
"Robertson, Harvey and Elliott Music 8909","0.00291"
"Lucero, Simpson and Aguilar Music 3003","0.00291"
"Franklin, Rogers and Poole Music 2214","0.00290"
"Jones Group Music 2815","0.00289"
"Perez Inc Music 8733","0.00289"
"Lopez PLC Music 9507","0.00288"
"Stewart, Velasquez and Myers Music 5557","0.00288"
"Reyes LLC Music 3074","0.00286"
"Campos-Collins Music 9878","0.00286"
"Ferrell-Smith Music 5873","0.00286"
"Mueller, Diaz and Robertson Music 9994","0.00286"
"Matthews Ltd Music 8469","0.00285"
"Cruz PLC Music 9953","0.00284"
"Mccoy LLC Music 5557","0.00283"
"Woods, Mendez and Anderson Music 6112","0.00283"
"Woodard Inc Music 7831","0.00283"
"Stevens-Howard Music 7606","0.00283"
"Richardson-Ramirez Music 9475","0.00283"
"Dickson, Garrett and Davis Music 5023","0.00282"
"Delgado Ltd Music 7607","0.00280"
"Cruz, Rodriguez and Jackson Music 1688","0.00279"
"Kirby-Stark Music 6159","0.00279"
"Holmes Inc Music 6730","0.00278"
"Copeland-Montgomery Music 6488","0.00278"
"Mitchell, Adams and Griffin Music 2603","0.00277"
"Jenkins-Crawford Music 7445","0.00277"
"Holmes-Patel Music 8531","0.00277"
"Frost, Mendoza and Rivera Music 6226","0.00276"
"Snyder-Bradley Music 3705","0.00275"
"Chapman, Warner and Cox Music 5594","0.00274"
"Bray PLC Music 7960","0.00273"
"Wallace-Hunt Music 4778","0.00272"
"Whitehead LLC Music 6432","0.00272"
"Medina, Walsh and Caldwell Music 6771","0.00272"
"Anderson-Wiggins Music 8024","0.00271"
"Thomas Inc Music 3582","0.00270"
"Baird and Sons Music 3000","0.00270"
"English-Rosario Music 9677","0.00269"
"Martin, Wallace and Graves Music 6705","0.00269"
"Kramer, Herrera and King Music 2493","0.00269"
"Schneider Group Music 7553","0.00268"
"Thomas, Hess and Craig Music 7555","0.00268"
"James, Payne and Griffith Music 6340","0.00267"
"Mccullough-Lamb Music 1667","0.00266"
"Solis, Olsen and Stokes Music 4978","0.00266"
"Perez PLC Music 6341","0.00265"
"Evans-Lewis Music 8607","0.00264"
"Nguyen and Sons Music 2561","0.00264"
"Chung LLC Music 8721","0.00261"
"Lyons, Davis and Allen Music 8983","0.00261"
"Dixon Group Music 6832","0.00260"
"Simpson-Thompson Music 8399","0.00259"
"Carpenter Group Music 2311","0.00259"
"Hall, Wolf and Mcguire Music 5132","0.00257"
"Kim-Sandoval Music 1003","0.00255"
"Key Ltd Music 7295","0.00254"
"Mccullough, Ford and Villa Music 4741","0.00253"
"Chandler Inc Music 8111","0.00251"
"Burnett PLC Music 9751","0.00251"
"Murphy Ltd Music 1058","0.00251"
"Mills-Flores Music 2472","0.00250"
"Hernandez-Lawrence Music 9664","0.00250"
"Molina-Keller Music 3892","0.00248"
"Howard-Nguyen Music 8051","0.00248"
"Houston, Richardson and Cooper Music 9977","0.00248"
"Porter-Brennan Music 4059","0.00246"
"Gardner-Lambert Music 4196","0.00245"
"Davis-Blankenship Music 9961","0.00245"
"Zuniga-Blackburn Music 5127","0.00244"
"Williams, Collier and Johnson Music 1154","0.00244"
"Mccoy-Thomas Music 8276","0.00244"
"Martin-Gomez Music 8015","0.00244"
"Clark, Green and Nelson Music 4986","0.00243"
"Miller PLC Music 2882","0.00243"
"Padilla, Turner and Dorsey Music 6393","0.00242"
"Davis and Sons Music 6528","0.00241"
"Gomez-Juarez Music 1907","0.00240"
"Mckee Inc Music 8762","0.00239"
"Dawson, Mason and Grant Music 6957","0.00239"
"Bowen-Vega Music 8558","0.00239"
"Cordova LLC Music 2484","0.00239"
"Kidd and Sons Music 2775","0.00237"
"Thornton-Orozco Music 1840","0.00237"
"Fletcher, King and Owens Music 1008","0.00237"
"Wilson, Ingram and Parker Music 6050","0.00236"
"Johnson Group Music 1970","0.00235"
"Brown Group Music 9585","0.00235"
"Castro PLC Music 2666","0.00234"
"Gregory-Stephens Music 7476","0.00233"
"Morgan-Khan Music 6166","0.00232"
"Beck Inc Music 2467","0.00232"
"Martin, Knox and Hall Music 8708","0.00231"
"Wright, Williamson and Callahan Music 6340","0.00231"
"Hicks LLC Music 3345","0.00231"
"Allen, Smith and Skinner Music 4153","0.00230"
"Roman, Hogan and Chang Music 3472","0.00229"
"Hoover-Anderson Music 5637","0.00228"
"Barber-Chambers Music 5148","0.00228"
"Baker LLC Music 6560","0.00228"
"Barnes-Martinez Music 8756","0.00228"
"Henry LLC Music 6834","0.00227"
"Santiago and Sons Music 6060","0.00227"
"Mills-Ward Music 7569","0.00226"
"Taylor-Yang Music 4774","0.00226"
"Todd, Parker and Mueller Music 9104","0.00226"
"Green LLC Music 7745","0.00225"
"Galvan-Davidson Music 8821","0.00225"
"Cunningham, Reynolds and Long Music 1894","0.00225"
"Wright Inc Music 5005","0.00224"
"Reed Ltd Music 1796","0.00223"
"Estrada, Crawford and White Music 6053","0.00223"
"Scott-Burns Music 4481","0.00222"
"Mcgee, Lawson and Carpenter Music 6452","0.00222"
"Burns PLC Music 1364","0.00221"
"Martin, Casey and Oneill Music 3676","0.00220"
"Hill Inc Music 2991","0.00220"
"Coleman-Mills Music 8090","0.00220"
"Harris Group Music 7952","0.00219"
"Anderson, Hill and Cowan Music 6289","0.00219"
"Mcintyre LLC Music 7677","0.00218"
"Ward-Russell Music 5643","0.00217"
"Schmitt-Lindsey Music 8313","0.00216"
"Perkins-Johnson Music 3869","0.00216"
"Hansen-Harvey Music 8448","0.00214"
"Haynes-Bennett Music 5634","0.00213"
"Moore, Williams and Hudson Music 7512","0.00212"
"Collins PLC Music 4116","0.00211"
"Clements-Rowe Music 9746","0.00210"
"Golden, Smith and Wilson Music 8118","0.00210"
"Rocha, Patterson and Price Music 6308","0.00209"
"Cruz, Cantrell and Forbes Music 6271","0.00208"
"Jones and Sons Music 7286","0.00208"
"Moore and Sons Music 8245","0.00207"
"Hodges-Castro Music 6476","0.00207"
"Wong Inc Music 9577","0.00207"
"Burns-Long Music 9234","0.00206"
"Clements-Hayes Music 9233","0.00206"
"Parks Inc Music 9031","0.00206"
"Mahoney, Lewis and Rivera Music 7784","0.00206"
"Burton-Mcgee Music 6366","0.00205"
"Thomas, Carter and Jensen Music 9374","0.00205"
"Campbell, Jones and Taylor Music 9951","0.00205"
"Velasquez-Hensley Music 1191","0.00205"
"Duke and Sons Music 3680","0.00204"
"Ingram-Mitchell Music 3277","0.00202"
"Ramirez, Buckley and Smith Music 9803","0.00201"
"Martin-Ryan Music 3432","0.00201"
"Schroeder, Jones and Gomez Music 1829","0.00201"
"Morrison LLC Music 9469","0.00200"
"Mcintosh PLC Music 1039","0.00198"
"Garcia, Meyer and Wheeler Music 3696","0.00198"
"Davis-Figueroa Music 1993","0.00196"
"Mills, Ferguson and Mitchell Music 3501","0.00196"
"Cross-Allen Music 5058","0.00195"
"Wilkerson LLC Music 4504","0.00194"
"Ortiz and Sons Music 1509","0.00194"
"Cunningham-Johnson Music 2832","0.00193"
"Williams, Wong and Adams Music 5400","0.00193"
"Hanna, Dunn and Woods Music 4245","0.00193"
"Murphy-Gentry Music 8866","0.00192"
"Swanson-Turner Music 1855","0.00191"
"Case-Williams Music 2790","0.00190"
"Schroeder-Ramos Music 4485","0.00189"
"James, Stout and Brown Music 4053","0.00188"
"Brooks Ltd Music 1192","0.00187"
"Jimenez-Lewis Music 4707","0.00187"
"Crawford, Hunt and Taylor Music 2781","0.00187"
"Holt and Sons Music 4465","0.00186"
"Ayala Group Music 3668","0.00186"
"Henry-Hill Music 2226","0.00186"
"Lopez, Evans and Nguyen Music 7792","0.00186"
"Miller-Graham Music 1337","0.00186"
"Lutz-Flores Music 8478","0.00184"
"Dillon-Maynard Music 2887","0.00183"
"Roberts, Cox and Perkins Music 2057","0.00183"
"Adams, Valdez and Guerra Music 8668","0.00182"
"Burns Group Music 5699","0.00182"
"Hernandez PLC Music 3751","0.00182"
"Ward LLC Music 3314","0.00182"
"Gonzalez, Day and Hunter Music 8722","0.00181"
"Rogers, Mckay and Deleon Music 1820","0.00180"
"Avery-Doyle Music 6715","0.00179"
"Williams Inc Music 4718","0.00179"
"Henderson, Howard and Jordan Music 3924","0.00179"
"Beasley-Lyons Music 6813","0.00179"
"Haynes, Lane and Tyler Music 8457","0.00178"
"Rojas and Sons Music 4242","0.00178"
"Ramirez-Rodgers Music 5795","0.00177"
"Copeland, Malone and Orr Music 5174","0.00177"
"Krueger-Thomas Music 3933","0.00177"
"Valenzuela PLC Music 6805","0.00176"
"Benton PLC Music 6244","0.00175"
"Vincent-Thompson Music 4559","0.00172"
"Brown-Martin Music 7322","0.00172"
"Hurley Inc Music 1917","0.00172"
"Hill Inc Music 4040","0.00171"
"Hines, Bautista and Garcia Music 2445","0.00171"
"Howard-Smith Music 7199","0.00170"
"Beck PLC Music 5144","0.00170"
"Stout Inc Music 3971","0.00169"
"Taylor-Figueroa Music 4211","0.00169"
"Johns, Wilson and Thomas Music 6203","0.00169"
"Lambert-Johnson Music 9615","0.00168"
"Campbell LLC Music 2179","0.00168"
"Duncan-Martin Music 9270","0.00168"
"Buckley-Camacho Music 3895","0.00168"
"Adams Inc Music 4126","0.00167"
"Miller, Blake and Gross Music 3335","0.00167"
"Lam and Sons Music 9138","0.00167"
"Carey Inc Music 4664","0.00166"
"Dickson PLC Music 5322","0.00165"
"Hansen, Cole and Perez Music 9880","0.00164"
"Reed-Jones Music 4432","0.00164"
"Lee, Rivera and Robbins Music 4799","0.00164"
"Smith Group Music 8731","0.00161"
"Potter Group Music 7395","0.00161"
"Harvey-Harvey Music 6318","0.00160"
"Acevedo, Ball and Smith Music 6346","0.00159"
"Haas, Abbott and Wagner Music 3540","0.00159"
"Simpson Group Music 4072","0.00158"
"Anderson, Shaffer and Kelly Music 9890","0.00158"
"White, Hall and Clark Music 8754","0.00157"
"Madden Ltd Music 4183","0.00155"
"Duran, Miller and Mack Music 2986","0.00154"
"Cooper, Stewart and Dyer Music 7620","0.00154"
"Owen and Sons Music 2555","0.00153"
"Henson, Johnston and Watson Music 2444","0.00152"
"Watson-Park Music 1626","0.00152"
"Shelton-Williams Music 4729","0.00152"
"Brown, Arnold and Reyes Music 8336","0.00152"
"Hutchinson Ltd Music 2954","0.00151"
"Davis LLC Music 8881","0.00150"
"Chang-Fisher Music 4896","0.00150"
"Moore Ltd Music 1956","0.00150"
"Sandoval, Barker and Smith Music 4883","0.00149"
"Green-Romero Music 2383","0.00149"
"Cunningham, Wood and Herring Music 6325","0.00149"
"King-Huff Music 8709","0.00149"
"Hernandez Ltd Music 6644","0.00148"
"Farrell-Escobar Music 2568","0.00148"
"Mendoza, Ward and Chen Music 5527","0.00148"
"Hunt-Pham Music 5425","0.00148"
"Lawrence PLC Music 9696","0.00148"
"Hancock, Smith and Powell Music 5651","0.00147"
"Logan-Lee Music 1014","0.00147"
"Garcia, Johnson and Rosales Music 3251","0.00147"
"Turner and Sons Music 8472","0.00146"
"Brown-Lewis Music 9119","0.00145"
"Bell Ltd Music 9788","0.00145"
"Harrison and Sons Music 9623","0.00145"
"Johnson-Martin Music 4946","0.00144"
"Johnson, Porter and Lam Music 6779","0.00142"
"Williams-Marshall Music 7822","0.00142"
"Horton LLC Music 1533","0.00141"
"Woods Ltd Music 9187","0.00140"
"Sanchez-Smith Music 7896","0.00137"
"Hines-Alexander Music 6840","0.00137"
"Mendoza, Williams and Meyers Music 2383","0.00137"
"Mitchell-Zimmerman Music 3269","0.00136"
"Brennan-Bentley Music 1743","0.00135"
"Mitchell Inc Music 7993","0.00135"
"Trujillo Inc Music 4758","0.00135"
"Kramer-Gibbs Music 1973","0.00135"
"Johns Ltd Music 3263","0.00134"
"Williams, Washington and Bond Music 8355","0.00134"
"Burns, Davies and Hood Music 3015","0.00133"
"Webb, Benitez and Shaffer Music 1789","0.00133"
"Reyes-Holmes Music 9022","0.00132"
"Maynard-Castillo Music 4726","0.00131"
"Montgomery, Thompson and Romero Music 6187","0.00131"
"Webb Group Music 7825","0.00131"
"Perez, Terry and Little Music 8948","0.00131"
"Jordan-Nunez Music 9175","0.00131"
"Huang LLC Music 2280","0.00130"
"Roman-James Music 1939","0.00130"
"Ross-Henry Music 5422","0.00129"
"Crawford, Sawyer and Horton Music 7590","0.00129"
"Lewis, Robinson and Elliott Music 6772","0.00129"
"Barber Inc Music 8721","0.00129"
"Thompson, Perkins and Cole Music 2762","0.00128"
"Greene, Lee and Jones Music 2240","0.00128"
"Ali, Austin and Delgado Music 9178","0.00128"
"Lewis-Morris Music 6772","0.00128"
"Bennett-Rodriguez Music 3989","0.00126"
"Walker-Sosa Music 6361","0.00126"
"Ewing PLC Music 4384","0.00126"
"Barr-Martin Music 3707","0.00125"
"Johnston-Miller Music 8800","0.00124"
"Hogan, Jones and Price Music 6951","0.00124"
"Peterson, Castro and Jordan Music 6287","0.00124"
"Warren-Reyes Music 4045","0.00123"
"Robinson, Santiago and Robertson Music 2942","0.00123"
"Arellano, Smith and Harris Music 6014","0.00123"
"Roberts Ltd Music 8108","0.00123"
"Golden, Pittman and Stephens Music 5806","0.00122"
"Moreno Group Music 7510","0.00121"
"Pittman, Johnson and Montoya Music 4489","0.00119"
"Bryant Ltd Music 4702","0.00119"
"Collins Group Music 2255","0.00119"
"Torres Ltd Music 8369","0.00119"
"Hall-Kelly Music 7750","0.00118"
"Jackson, Callahan and Chavez Music 6388","0.00118"
"Lambert, Clark and Walker Music 4473","0.00118"
"Burnett, Mason and Jenkins Music 9429","0.00118"
"Waters, Dickerson and Bell Music 3675","0.00116"
"Bullock, Clark and Wood Music 2543","0.00115"
"Kaiser-Pierce Music 2663","0.00114"
"Collins, Brown and Hudson Music 1517","0.00114"
"Bush-Miller Music 5245","0.00114"
"Garcia Group Music 4635","0.00113"
"Hood, Bailey and Mcpherson Music 9271","0.00112"
"Tran Inc Music 9498","0.00112"
"Bridges-Christian Music 1926","0.00111"
"Mcdaniel-Miller Music 3678","0.00111"
"Hamilton, Goodman and Young Music 6803","0.00110"
"Clark, Zuniga and Jones Music 8528","0.00109"
"Morris, Richards and Cole Music 3153","0.00109"
"Decker-Clayton Music 9382","0.00107"
"Williams, Gonzalez and Parks Music 6260","0.00106"
"Ramos-Friedman Music 2076","0.00105"
"Wilkinson-Wilson Music 1695","0.00105"
"Fuentes-Brown Music 4605","0.00104"
"Castillo-Walker Music 4399","0.00104"
"Watson Inc Music 3658","0.00104"
"Taylor Group Music 8253","0.00103"
"Lawson-Lopez Music 8229","0.00102"
"Nelson PLC Music 3860","0.00102"
"Wilson-Welch Music 8201","0.00102"
"Harris-Martin Music 6877","0.00102"
"Bryant, Griffin and Cooper Music 3659","0.00101"
"Lee-Jones Music 2759","0.00101"
